text,category,template_id
A fire hydrant on Park Road appears damaged last night and may not work in an emergency.,Public Safety,Public Safety::3
The swings at the playground on Oak Lane are rusted and need replacing this past hour.,Parks & Public Spaces,Parks & Public Spaces::11
Flies are swarming around a garbage pile on Elm Street this morning.,Sanitation & Waste,Sanitation & Waste::12
"The pavement is cracked and uneven on 5th Avenue since Monday, cyclists keep swerving to avoid it.",Traffic & Roads,Traffic & Roads::9
"We've had no electricity on Hillcrest Road for the past three days, please send a crew.",Water & Utilities,Water & Utilities::1
A dangerously leaning tree on Hillcrest Road looks like it could fall for the past three days.,Public Safety,Public Safety::11
Rats have been spotted near the uncollected trash on Oak Lane every evening this week.,Sanitation & Waste,Sanitation & Waste::8
Recyclables are being mixed with regular trash by collectors on Oak Lane every evening this week.,Sanitation & Waste,Sanitation & Waste::17
"Someone burned trash illegally near Main St this past hour, leaving ash everywhere.",Sanitation & Waste,Sanitation & Waste::14
"There's been a total blackout on Main St for two weeks now, residents are asking when it'll be fixed.",Water & Utilities,Water & Utilities::9
Park signage near Riverside Drive listing opening hours is faded and unreadable this morning.,Parks & Public Spaces,Parks & Public Spaces::14
"We've had no electricity on Park Road yesterday afternoon, please send a crew.",Water & Utilities,Water & Utilities::1
A fire hydrant on Main St appears damaged yesterday afternoon and may not work in an emergency.,Public Safety,Public Safety::3
"A fallen power line is dangling near Maple Avenue this past hour, it looks dangerous.",Water & Utilities,Water & Utilities::10
A bench in the park on Maple Avenue is damaged and unsafe to sit on this past hour.,Parks & Public Spaces,Parks & Public Spaces::4
"An open manhole cover on Station Road has been left uncovered last night, it's a serious hazard.",Water & Utilities,Water & Utilities::15
There's constant dog barking from a property on Elm Street last night.,Noise Complaints,Noise Complaints::2
"Please fix the sinkhole that opened up on Riverside Drive over the weekend, cars are swerving around it.",Traffic & Roads,Traffic & Roads::19
Late-night parties on Oak Lane this past hour are keeping residents awake.,Noise Complaints,Noise Complaints::5
The pedestrian crossing button on Park Road isn't working for two weeks now.,Traffic & Roads,Traffic & Roads::14
A burst pipe on Highfield Ave is spraying water onto the road for two weeks now.,Water & Utilities,Water & Utilities::7
A pothole the size of a dinner plate has appeared on Hillcrest Road last night.,Traffic & Roads,Traffic & Roads::10
"Suspicious activity has been reported near Church Road last night, requesting a patrol.",Public Safety,Public Safety::2
Residents on Maple Avenue report the tap water smells strange yesterday afternoon.,Water & Utilities,Water & Utilities::14
Household waste has been dumped on the sidewalk of Station Road since Monday.,Sanitation & Waste,Sanitation & Waste::7
"Someone has been loitering near the school on Union Street last night, parents are concerned.",Public Safety,Public Safety::7
"Drivers are running the red light on Maple Avenue last night, it's an accident waiting to happen.",Traffic & Roads,Traffic & Roads::11
Continuous drilling noise from Highfield Ave every evening this week has been reported by several residents.,Noise Complaints,Noise Complaints::12
The traffic light at the corner of Cedar Street has been stuck on red since Monday.,Traffic & Roads,Traffic & Roads::1
A house party on Elm Street over the weekend has loud music going well past midnight.,Noise Complaints,Noise Complaints::13
The pedestrian crossing button on 5th Avenue isn't working since Monday.,Traffic & Roads,Traffic & Roads::14
"Traffic congestion on Main St has gotten much worse this past hour, please review the signal timing.",Traffic & Roads,Traffic & Roads::5
There's an old mattress and broken furniture dumped on 5th Avenue this past hour.,Sanitation & Waste,Sanitation & Waste::10
The public water fountain in the park near Station Road isn't working since Monday.,Parks & Public Spaces,Parks & Public Spaces::6
"We've had no electricity on Oak Lane for two weeks now, please send a crew.",Water & Utilities,Water & Utilities::1
A stop sign near Main St was knocked down this past hour and hasn't been replaced.,Traffic & Roads,Traffic & Roads::6
